350,Yerry Rodríguez,26,TOT,rodriye01
354,Josh Rojas,30,SEA,rojasjo01
355,Jordan Romano,31,TOR,romanjo03
356,Ben Rortvedt,26,TBR,rortvbe01
357,Kenny Rosenberg,28,LAA,rosenke01
358,Joe Ryan,28,MIN,ryanjo04
359,Bryan Sammons,29,DET,sammobr01
360,Nick Sandlin,27,CLE,sandlni01
361,Patrick Sandoval,27,LAA,sandopa02
362,Cole Sands,26,MIN,sandsco01
363,Miguel Sanó,31,LAA,sanomi01
365,Gregory Santos,24,SEA,santogr01
366,Tayler Saucedo,31,SEA,sauceta01
367,Matt Sauer,25,KCR,sauerma01
368,Josh Sborz,30,TEX,sborzjo01
369,Max Scherzer,39,TEX,scherma01
370,Clarke Schmidt,28,NYY,schmicl01
371,John Schreiber,30,KCR,schrejo01
372,Tayler Scott,32,HOU,scottta02
373,JP Sears,28,OAK,searsjp01
374,Colin Selby,26,KCR,selbyco01
375,Bryan Shaw,36,CHW,shawbr01
376,Jared Shuster,25,CHW,shustja01
377,Chase Silseth,24,LAA,silsech01
381,Justin Slaten,26,BOS,slateju01
383,Cade Smith,25,CLE,smithca06
384,Dominic Smith,29,BOS,smithdo02
385,Will Smith,34,KCR,smithwi04
386,Kirby Snead,29,SEA,sneadki01
387,Collin Snider,28,SEA,snideco01
388,José Soriano,25,LAA,soriajo02
389,Michael Soroka,26,CHW,sorokmi01
391,Alex Speas,26,HOU,speasal01
392,Gabe Speier,29,SEA,speiega01
393,Mitch Spence,26,OAK,spencmi01
394,Jeffrey Springs,31,TBR,sprinje01
396,Josh Staumont,30,MIN,staumjo01
397,Justin Sterner,27,TBR,sternju01
398,Brock Stewart,32,MIN,stewabr01
399,Chris Stratton,33,KCR,stratch01
400,Hunter Strickland,35,LAA,strichu01
401,Ross Stripling,34,OAK,stripro01
402,Marcus Stroman,33,NYY,stromma01
403,Peter Strzelecki,29,CLE,strzepe01
404,Albert Suárez,34,BAL,suareal01
405,José Suarez,26,LAA,suarejo01
406,Wander Suero,32,HOU,suerowa01
408,Erik Swanson,30,TOR,swanser01
409,Dillon Tate,30,BAL,tatedi01
410,Troy Taylor,22,SEA,taylotr01
411,Caleb Thielbar,37,MIN,thielca01
412,Trent Thornton,30,SEA,thorntr01
413,Drew Thorpe,23,CHW,thorpdr01
418,Touki Toussaint,28,CHW,toussto01
419,Jose Trevino,31,NYY,trevijo01
420,Cole Tucker,27,LAA,tuckeco01
421,Edwin Uceta,26,TBR,ucetaed01
423,Naoyuki Uwasawa,30,BOS,uwasana01
426,Anthony Veneziano,26,KCR,venezan01
427,Justin Verlander,41,HOU,verlaju01
428,Nick Vespi,28,BAL,vespini01
429,Will Vest,29,DET,vestwi01
431,Austin Voth,32,SEA,vothau01
432,Michael Wacha,32,KCR,wachami01
433,Jacob Waguespack,30,TBR,wagueja01
434,Matt Wallner,26,MIN,wallnma01
435,Andrew Wantz,28,LAA,wantzan01
437,Luke Weaver,30,NYY,weavelu01
438,Jacob Webb,30,BAL,webbja01
439,Greg Weissert,29,BOS,weissgr01
440,Tyler Wells,29,BAL,wellsty01
441,Joey Wentz,26,DET,wentzjo01
443,Owen White,24,TEX,whiteow01
444,Forrest Whitley,26,HOU,whitlfo01
445,Garrett Whitlock,28,BOS,whitlga01
446,Gavin Williams,24,CLE,williga01
447,Steven Wilson,29,CHW,wilsost02
448,Josh Winckowski,26,BOS,winckjo01
449,Josh Winder,27,MIN,windejo01
450,Trey Wingenter,30,BOS,wingetr01
451,Cole Winn,24,TEX,winnco01
453,Alex Wood,33,OAK,woodal02
455,Simeon Woods Richardson,23,MIN,woodssi01
457,Kirby Yates,37,TEX,yateski01
458,Angel Zerpa,24,KCR,zerpaan01
459,Tyler Zuber,29,TBR,zuberty01
460,Guillo Zuñiga,25,LAA,zuniggu01
