Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,PlayerAdditional
585,Mike Baumann,28,2TM,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,baumami01
586,Mike Baumann,28,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,baumami01
587,Mike Baumann,28,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,baumami01
588,Jalen Beeks,30,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,beeksja02
589,Brennan Bernardino,32,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,bernabr01
590,Steward Berroa,25,TOR,AL,0.1,18,28,22,5,3,1,0,0,1,5,2,6,8,.136,.321,.182,.503,49,.292,81,4,0,0,0,0,0,/9H78D,0,berrost01
591,Tyler Black,23,MIL,NL,-0.1,16,51,45,4,9,2,0,0,2,3,0,5,15,.200,.294,.244,.539,53,.268,53,11,0,1,0,0,0,/D3H,0,blackty01
592,Travis Blankenhorn,27,WSN,NL,-0.5,12,29,28,2,3,1,0,0,4,0,0,1,8,.107,.138,.143,.281,-19,.129,-29,4,0,0,0,0,0,/D9H,0,blanktr01
593,David Bote,31,CHC,NL,0.1,34,46,44,4,14,4,0,0,6,0,0,2,12,.318,.348,.409,.757,111,.331,109,18,1,0,0,0,0,5H/431,0,boteda01
594,Jhony Brito,26,SDP,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,britojh01
595,Trenton Brooks,28,SFG,NL,-0.3,12,29,25,3,3,0,0,0,1,1,0,4,6,.120,.241,.120,.361,9,.193,11,3,1,0,0,0,0,/3HD,0,brooktr01
596,Kris Bubic,26,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,bubickr01
597,Génesis Cabrera,27,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,cabrege01
598,Jair Camargo,24,MIN,AL,-0.1,5,7,6,1,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-55,.098,-58,0,0,0,0,0,0,/2DH,0,camarja01
599,Junior Caminero,20,TBR,AL,0.2,3,12,10,0,3,0,0,0,0,1,0,2,3,.300,.417,.300,.717,112,.342,109,3,0,0,0,0,0,/5,0,caminju01
600,Isaiah Campbell,26,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,campbis01
601,Conner Capel,27,CIN,NL,-0.1,5,8,8,1,2,0,0,0,0,1,0,0,2,.250,.250,.250,.500,40,.255,32,2,0,0,0,0,0,/DH7,0,capelco01
602,Vinny Capra,27,MIL,NL,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,.111,.111,.222,.333,-10,.138,-31,2,1,0,0,0,0,/56,0,capravi01
603,Curt Casali,35,SFG,NL,0.2,23,79,67,7,12,2,0,0,4,0,0,10,14,.179,.295,.209,.504,49,.245,54,14,2,1,1,0,0,2,0,casalcu01
604,Diego Castillo,26,MIN,AL,0.2,4,8,6,3,2,1,0,0,2,0,0,2,1,.333,.500,.500,1.000,182,.439,186,3,0,0,0,0,0,/5DH,0,castidi02
605,Luis Castillo,31,SEA,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,1,0,castilu02
606,Andrés Chaparro,25,WSN,NL,0.2,4,16,14,2,4,3,0,0,1,0,1,2,1,.286,.375,.500,.875,150,.345,149,7,1,0,0,0,0,/3D,0,chapaan01
607,Jonatan Clase,22,SEA,AL,-0.2,19,43,41,4,8,1,0,0,3,3,0,2,14,.195,.233,.220,.452,34,.221,31,9,1,0,0,0,0,7/H8D,0,clasejo01
608,Oscar Colás,25,CHW,AL,0.0,13,38,33,1,9,0,0,0,4,0,1,4,10,.273,.368,.273,.641,86,.284,89,9,0,1,0,0,0,/98H,0,colasos01
609,Danny Coulombe,34,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,couloda01
610,Fernando Cruz,34,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,cruzfe01
611,Jason Delay,29,PIT,NL,0.1,7,19,15,1,3,3,0,0,6,0,0,3,0,.200,.333,.400,.733,106,.323,105,6,0,0,1,0,0,/2DH,0,delayja01
612,Zach DeLoach,25,CHW,AL,-0.2,9,25,22,1,3,1,0,0,1,0,0,3,9,.136,.240,.182,.422,23,.196,16,4,0,0,0,0,0,/9H7,0,deloaza01
613,Luis De Los Santos,26,TOR,AL,0.1,3,8,7,1,2,1,0,0,1,0,0,1,0,.286,.375,.429,.804,128,.341,121,3,0,0,0,0,0,/537,0,deloslu03
614,Edwin Díaz,30,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,diazed04
615,Aledmys Díaz,33,2TM,AL,-0.6,14,34,33,2,3,0,0,0,1,0,0,1,9,.091,.118,.091,.209,-39,.099,-49,3,0,0,0,0,0,/634H57,0,diazal02
616,Aledmys Díaz,33,OAK,AL,-0.5,12,30,29,2,3,0,0,0,1,0,0,1,7,.103,.133,.103,.237,-30,.112,-40,3,0,0,0,0,0,/63457H,0,diazal02
617,Aledmys Díaz,33,HOU,AL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,/34H,0,diazal02
618,Alexis Díaz,27,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,diazal03
619,Jake Diekman,37,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,diekmja01
620,Seranthony Domínguez,29,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,dominse01
621,Blake Dunn,25,CIN,NL,-0.3,12,20,18,4,1,1,0,0,0,0,0,1,7,.056,.150,.111,.261,-26,.133,-35,2,1,1,0,0,0,/7H89,0,dunnbl01
622,Duke Ellis,26,CHW,AL,-0.2,8,4,4,1,0,0,0,0,0,4,0,0,2,.000,.000,.000,.000,-100,.245,-117,0,0,0,0,0,0,/H789D,0,ellisdu01
623,Mason Englert,24,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,englema01
624,Hunter Feduccia,27,LAD,NL,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/H,0,feduchu01
625,José Fermín,25,STL,NL,-0.5,30,51,46,3,6,0,1,0,0,1,1,4,6,.130,.216,.174,.390,11,.180,4,8,2,1,0,0,0,HD/547,0,fermijo01
626,Ryan Fernandez,26,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,fernary01
627,Kyle Finnegan,32,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,AS,finneky01
628,Dominic Fletcher,26,CHW,AL,0.3,39,115,104,9,23,5,0,0,10,0,0,8,29,.221,.289,.269,.559,60,.255,57,28,1,2,1,0,0,89/H7,0,fletcdo01
629,David Fletcher,30,ATL,NL,0.0,5,9,8,0,2,0,0,0,2,0,0,0,1,.250,.222,.250,.472,31,.188,4,2,0,0,0,1,0,/4,0,fletcda02
630,Jason Foley,28,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,foleyja01
631,Justin Foscue,25,TEX,AL,-0.3,7,19,19,1,2,1,0,0,1,0,0,0,7,.105,.105,.158,.263,-26,.112,-42,3,0,0,0,0,0,/D4H,0,foscuju01
632,Kyle Freeland,31,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1/H,0,freelky01
633,Luis Frías,26,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,friaslu01
634,Hunter Gaddis,26,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,gaddihu01
635,Ben Gamel,32,NYM,NL,0.0,18,30,23,9,5,1,0,0,0,1,0,7,7,.217,.400,.261,.661,96,.361,131,6,0,0,0,0,0,9/7HD,0,gamelbe01
636,Mickey Gasper,28,BOS,AL,0.1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1.000,0, ,0,.688,361,0,0,0,0,0,0,/H3,0,gaspemi01
637,Kevin Ginkel,30,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,ginkeke01
638,Niko Goodrum,32,2TM,AL,-0.8,13,33,29,2,3,0,0,0,0,1,1,3,10,.103,.188,.103,.291,-14,.168,0,3,0,0,1,0,0,/7H3546,0,goodrni01
639,Niko Goodrum,32,TBR,AL,-0.4,9,18,16,1,3,0,0,0,0,0,1,1,6,.188,.235,.188,.423,24,.169,16,3,0,0,1,0,0,/7H346,0,goodrni01
640,Niko Goodrum,32,LAA,AL,-0.5,4,15,13,1,0,0,0,0,0,1,0,2,4,.000,.133,.000,.133,-58,.168,-19,0,0,0,0,0,0,/53,0,goodrni01
641,Tristan Gray,28,MIA,NL,-0.1,7,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-135,0,0,0,0,0,0,/5H,0,graytr01
642,Chad Green,33,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,greench03
643,Vaughn Grissom,23,BOS,AL,-0.5,23,87,81,6,12,1,0,0,3,0,0,5,19,.148,.207,.160,.367,4,.194,9,13,2,1,0,0,0,4/D,0,grissva01
644,Luis Guillorme,29,2TM,2LG,-0.1,59,138,124,8,27,7,1,0,6,1,2,12,28,.218,.285,.290,.575,62,.259,61,36,5,0,1,1,0,45/H61D,0,guilllu01
645,Luis Guillorme,29,ATL,NL,-0.2,9,21,20,2,3,2,0,0,3,0,0,1,5,.150,.190,.250,.440,21,.190,5,5,1,0,0,0,0,/416H,0,guilllu01
646,Luis Guillorme,29,LAA,AL,0.0,50,117,104,6,24,5,1,0,3,1,2,11,23,.231,.302,.298,.600,69,.271,71,31,4,0,1,1,0,45/H61D,0,guilllu01
647,Josh Hader,30,HOU,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,haderjo01
648,Sam Haggerty,30,SEA,AL,-0.3,8,16,15,1,1,0,0,0,1,1,0,1,4,.067,.125,.067,.192,-41,.114,-45,1,0,0,0,0,0,/7H9D,0,haggesa01
649,Garrett Hampson,29,KCR,AL,0.6,85,179,167,12,41,12,1,0,13,6,2,10,45,.246,.288,.329,.617,71,.270,62,55,2,0,2,0,0,8H74/6395,0,hampsga01
650,Hunter Harvey,29,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,harvehu01
651,Jonathan Heasley,27,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,heasljo01
652,Tyler Heineman,33,BOS,AL,0.1,2,3,2,0,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,5,.239,41,0,0,1,0,0,0,/2D,0,heinety01
653,Ryan Helsley,29,STL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,AS,helslry01
654,David Hensley,28,MIA,NL,0.0,8,17,14,2,2,1,0,0,0,0,0,3,6,.143,.294,.214,.508,43,.243,41,3,0,0,0,0,0,/H97,0,henslda01
655,Kevin Herget,33,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,hergeke01
656,Jonathan Hernández,27,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,hernajo02
657,José Herrera,27,ARI,NL,0.1,21,57,45,6,10,2,0,0,5,0,0,7,12,.222,.327,.267,.594,70,.279,70,12,1,0,5,0,0,2/H,0,herrejo04
658,Keston Hiura,27,LAA,AL,-0.6,10,27,27,1,4,0,0,0,1,0,1,0,10,.148,.148,.148,.296,-16,.110,-35,4,0,0,0,0,0,/4DH,0,hiurake01
659,Porter Hodge,23,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,hodgepo01
660,Spencer Howard,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,howarsp01
661,Joe Hudson,33,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/2,0,hudsojo03
662,Sam Huff,26,TEX,AL,0.0,3,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-19,.172,0,0,0,0,0,0,0,/2H,0,huffsa01
663,Cooper Hummel,29,HOU,AL,-0.1,6,8,8,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,.143,-42,0,1,0,0,0,0,/H7D,0,hummeco01
664,Jacob Hurtubise,26,CIN,NL,-0.1,29,68,54,7,10,1,1,0,4,2,0,6,18,.185,.297,.241,.538,52,.275,59,13,0,3,4,1,0,7/HD9,0,hurtuja01
665,Kenley Jansen,36,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,janseke01
666,Bryce Jarvis,26,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,jarvibr01
667,Bryce Johnson,28,SDP,NL,-0.4,34,59,50,7,10,2,0,0,1,1,1,6,10,.200,.286,.240,.526,52,.237,45,12,1,0,3,0,0,9H/7D,0,johnsbr03
668,Levi Jordan,28,CIN,NL,-0.3,7,11,10,1,1,1,0,0,1,0,0,0,3,.100,.091,.200,.291,-22,.113,-50,2,0,0,0,1,0,/7H94,0,jordale01
669,Jace Jung,23,DET,AL,0.0,1,4,2,0,0,0,0,0,0,0,1,2,2,.000,.500,.000,.500,59,.219,120,0,0,0,0,0,0,/5,0,jungja01
670,Niko Kavadas,25,LAA,AL,-0.1,1,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-21,.172,-4,0,0,0,0,0,0,/D,0,kavadni01
671,Tony Kemp,32,BAL,AL,-0.2,5,10,9,1,0,0,0,0,0,0,0,1,1,.000,.100,.000,.100,-67,.069,-70,0,0,0,0,0,0,/4H7,0,kempto01
672,Grae Kessinger,26,HOU,AL,-0.3,15,15,15,1,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,.000,-123,0,1,0,0,0,0,/5HD4613,0,kessigr01
673,Craig Kimbrel,36,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,kimbrcr01
674,Tyler Kinley,33,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,kinlety01
675,Andrew Kittredge,34,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,kittran01
676,Grant Koch,27,PIT,NL,-0.1,3,8,7,1,0,0,0,0,0,0,0,1,6,.000,.125,.000,.125,-60,.087,-64,0,0,0,0,0,0,/2H,0,kochgr01
677,Matt Koch,33,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,kochma01
678,Michael Kopech,28,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,kopecmi01
679,Peter Lambert,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,lambepe01
680,Jacob Latz,28,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,latzja01
681,Derek Law,33,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,lawde01
682,Justin Lawrence,29,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,lawreju01
683,Charles Leblanc,28,LAA,AL,0.1,2,7,6,1,1,0,0,0,0,0,0,1,1,.167,.286,.167,.452,32,.226,34,1,0,0,0,0,0,/5,0,leblach01
684,José Leclerc,30,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,leclejo01
685,Pedro León,26,HOU,AL,-0.4,6,18,17,2,2,0,0,0,0,1,0,1,9,.118,.167,.118,.284,-17,.151,-25,2,1,0,0,0,0,/9H,0,leonpe01
686,Nicky Lopez,29,CHW,AL,0.3,99,355,318,29,78,12,2,0,17,5,6,27,50,.245,.312,.296,.608,74,.285,83,94,3,4,6,0,0,46/H,0,lopezni01
687,Jack López,31,LAA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/4,0,lopezja03
688,Jorge López,31,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,lopezjo02
689,Marco Luciano,22,SFG,NL,0.1,17,48,45,8,13,3,1,0,1,0,0,3,14,.289,.333,.400,.733,111,.357,135,18,1,0,0,0,0,/6DH,0,luciama01
690,Nick Madrigal,27,CHC,NL,-0.5,51,94,86,5,19,3,0,0,10,1,0,4,10,.221,.280,.256,.535,52,.247,46,22,2,3,1,0,0,54/HD,0,madrini01
691,Joe Mantiply,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,mantijo01
692,Kyle Manzardo,23,CLE,AL,-0.4,30,87,82,4,17,10,0,0,7,0,0,3,23,.207,.241,.329,.571,58,.256,57,27,1,1,0,1,0,D/H3,0,manzaky01
693,Cade Marlowe,27,SEA,AL,-0.1,8,9,8,1,2,0,0,0,0,0,0,1,1,.250,.333,.250,.583,76,.275,81,2,1,0,0,0,0,/98HD,0,marloca01
694,Orelvis Martínez,22,TOR,AL,0.0,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,91,.297,88,1,0,0,0,0,0,/4,0,martior01
695,Justin Martínez,22,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,martiju01
696,Chris Martin,38,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,martich02
697,J.P. Martínez,28,ATL,NL,0.0,7,10,10,2,2,1,0,0,0,1,0,0,4,.200,.200,.300,.500,36,.329,88,3,0,0,0,0,0,/H798D,0,martijp01
698,Miles Mastrobuoni,28,CHC,NL,0.0,43,98,90,9,18,3,0,0,3,2,0,7,14,.200,.255,.233,.488,38,.229,32,21,1,0,0,1,0,H5/6497D,0,mastrmi01
699,Nick Maton,27,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/4,0,matonni01
700,Coby Mayo,22,BAL,AL,-0.3,7,20,17,2,1,0,0,0,0,0,0,3,10,.059,.200,.059,.259,-19,.148,-14,1,1,0,0,0,0,/5H,0,mayoco01
701,James McArthur,27,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,mcartja01
702,Scott McGough,34,ARI,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,1,0,mcgousc01
703,Nick Mears,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,mearsni01
704,Trevor Megill,30,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,megiltr01
705,Julian Merryweather,32,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,merryju01
706,Matt Mervis,26,CHC,NL,-0.4,9,28,26,1,3,1,0,0,3,0,0,1,8,.115,.148,.154,.302,-15,.138,-35,4,0,0,0,0,0,/D13H,0,mervima01
707,Owen Miller,27,MIL,NL,-0.4,14,27,27,2,5,1,0,0,3,0,0,0,8,.185,.185,.222,.407,13,.175,-4,6,1,0,0,0,0,/3H415D,0,milleow01
708,Hoby Milner,33,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,milneho01
709,Kameron Misner,26,TBR,AL,-0.1,6,9,9,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,.000,-121,0,0,0,0,0,0,/7H8,0,misneka01
710,Yoán Moncada,29,CHW,AL,0.3,11,44,39,4,11,3,1,0,0,1,0,5,10,.282,.364,.410,.774,119,.344,118,16,2,0,0,0,0,5,0,moncayo01
711,Omar Narváez,32,NYM,NL,-0.9,28,69,65,4,10,2,0,0,5,0,0,3,12,.154,.191,.185,.376,9,.173,0,12,2,0,1,0,0,2,0,narvaom01
712,Carlos Narváez,25,NYY,AL,0.0,6,15,13,0,3,0,0,0,0,0,0,2,6,.231,.333,.231,.564,63,.270,66,3,0,0,0,0,0,/2H,0,narvaca01
713,Héctor Neris,35,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,nerishe01
714,Nasim Nuñez,23,WSN,NL,0.1,31,28,22,11,6,0,0,0,0,4,2,3,5,.273,.360,.273,.633,87,.322,113,6,0,0,3,0,0,H6/4D,0,nunezna01
715,Jonathan Ornelas,24,TEX,AL,0.4,11,23,20,1,3,2,0,0,1,0,0,2,6,.150,.227,.250,.477,37,.216,29,5,0,0,1,0,0,/456H,0,orneljo01
716,Rafael Ortega,33,CHW,AL,-0.2,14,17,14,4,1,0,0,0,1,2,0,2,4,.071,.176,.071,.248,-25,.209,6,1,1,0,0,1,0,8/H9D,0,ortegra01
717,Cristian Pache,25,3TM,2LG,-0.1,62,138,122,10,24,5,1,0,10,1,0,15,52,.197,.283,.254,.537,53,.249,50,31,1,0,0,1,0,87H/9D,0,pachecr01
718,Cristian Pache,25,2TM,NL,-0.1,59,137,121,10,23,5,1,0,10,1,0,15,52,.190,.277,.248,.525,50,.245,47,30,1,0,0,1,0,87H/D9,0,pachecr01
719,Cristian Pache,25,PHI,NL,0.1,50,118,104,9,21,5,1,0,9,0,0,13,43,.202,.288,.269,.557,59,.256,57,28,1,0,0,1,0,87H/D9,0,pachecr01
720,Cristian Pache,25,BAL,AL,0.1,3,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,483,.795,464,1,0,0,0,0,0,/9H,0,pachecr01
721,Cristian Pache,25,MIA,NL,-0.2,9,19,17,1,2,0,0,0,1,1,0,2,9,.118,.211,.118,.328,-6,.180,-13,2,0,0,0,0,0,/8H,0,pachecr01
722,Joel Payamps,30,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,payamjo01
723,Elvis Peguero,27,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,pegueel01
724,Jhonny Pereda,28,MIA,NL,-0.2,9,14,14,0,3,0,0,0,2,0,0,0,4,.214,.214,.214,.429,18,.192,4,3,0,0,0,0,0,/2H,0,peredjh01
725,Jace Peterson,34,ARI,NL,-0.6,14,26,22,2,1,0,0,0,1,0,0,3,6,.045,.154,.045,.199,-40,.114,-45,1,1,0,0,1,0,/H64D5,0,peterja01
726,Ryan Pressly,35,HOU,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,pressry01
727,A.J. Puk,29,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,pukaj01
728,Bryan Ramos,22,CHW,AL,-0.1,15,48,46,4,9,2,0,0,2,0,0,1,8,.196,.208,.239,.447,27,.234,43,11,3,0,0,1,0,5/H,0,ramosbr01
729,Zach Remillard,30,CHW,AL,0.2,15,39,33,3,8,1,1,0,1,1,0,5,10,.242,.342,.333,.675,93,.330,108,11,1,0,1,0,0,/456H78D,0,remilza01
730,Anthony Rendon,34,LAA,AL,0.2,41,173,153,15,36,7,0,0,6,5,1,14,29,.235,.312,.281,.593,68,.286,75,43,2,4,0,2,0,5/D,0,rendoan01
731,Pablo Reyes,30,BOS,AL,-0.8,21,64,60,4,11,2,0,0,5,1,2,3,19,.183,.234,.217,.451,26,.196,19,13,1,1,0,0,0,5/436H1,0,reyespa01
732,Edwin Ríos,30,CIN,NL,-0.1,5,10,9,1,1,0,0,0,0,0,0,1,4,.111,.200,.111,.311,-10,.159,-17,1,0,0,0,0,0,/3H,0,riosed01
733,Leo Rivas,26,SEA,AL,0.1,20,37,33,6,6,0,1,0,4,2,0,3,11,.182,.250,.242,.492,46,.233,40,8,1,0,1,0,0,6/H4D1,0,rivasle01
734,David Robertson,39,TEX,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,roberda08
735,Chuckie Robinson,29,CHW,AL,0.0,9,20,20,0,3,0,0,0,0,0,0,0,7,.150,.150,.150,.300,-14,.174,0,3,1,0,0,0,0,/2,0,robinch04
736,Yerry Rodríguez,26,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,rodriye01
737,Johnathan Rodríguez,24,CLE,AL,-0.4,13,40,31,6,4,1,0,0,5,0,0,9,14,.129,.325,.161,.486,44,.250,53,5,1,0,0,0,0,9/H7D,0,rodrijo10
